Company,Code,UpdationDate
Kanani Industries Ltd.,506184,2021-12-26
Kanchi Karpooram Ltd.,538896,2021-12-26
Kanco Tea & Industries Ltd.,541005,2021-12-26
Kandagiri Spinning Mills Ltd.,521242,2021-12-26
Kanel Industries Ltd.,500236,2021-12-26
Kanishk Steel Industries Ltd.,513456,2021-12-26
Kanoria Chemicals & Industries Ltd.,506525,2021-12-26
Kanpur Plastipack Ltd.,507779,2021-12-26
Kansai Nerolac Paints Ltd.,500165,2021-12-26
Kanungo Financiers Ltd.,540515,2021-12-26
Kapashi Commercials Ltd.,512399,2021-12-26
Kapil Cotex Ltd.,512036,2021-12-26
Kapil Raj Finance Ltd.,539679,2021-12-26
Kappac Pharma Ltd.,506938,2021-12-26
Karma Energy Ltd.,533451,2021-12-26
Karnataka Bank Ltd.,532652,2021-12-26
Karnavati Finance Ltd.,538928,2021-12-26
Karnimata Cold Storage Ltd.,537784,2021-12-26
Kartik Investments Trust Ltd.,501151,2021-12-26
Karur Vysya Bank Ltd.,590003,2021-12-26
Karuturi Global Ltd.,531687,2021-12-26
Kashipur Sugar Mills Ltd.,502512,2021-12-26
Kashyap Tele-Medicines Ltd.,531960,2021-12-26
Katare Spinning Mills Ltd.,502933,2021-12-26
Kaushalya Infrastructure Development Corpn.Ltd.,532925,2021-12-26
Kaveri Seed Company Ltd.,532899,2021-12-26
Kavveri Telecom Products Ltd.,590041,2021-12-26
Kay Power And Paper Ltd.,530255,2021-12-26
Kaya Ltd.,539276,2021-12-26
Kaycee Industries Ltd.,504084,2021-12-26
KBC Global Ltd.,541161,2021-12-26
KBS India Ltd.,530357,2021-12-26
KCCL Plastic Ltd.,526067,2021-12-26
KCL Infra Projects Ltd.,531784,2021-12-26
KCP Ltd.,590066,2021-12-26
KCP Sugar & Industries Corporation Ltd.,533192,2021-12-26
KD Leisures Ltd.,540385,2021-12-26
KDDL Ltd.,532054,2021-12-26
KEC International Ltd.,532714,2021-12-26
Kedia Construction Company Ltd.,508993,2021-12-26
Keerthi Industries Ltd.,518011,2021-12-26
KEI Industries Ltd.,517569,2021-12-26
Kellton Tech Solutions Ltd.,519602,2021-12-26
Keltech Energies Ltd.,506528,2021-12-26
Kemistar Corporation Ltd.,531163,2021-12-26
Kemp & Company Ltd.,506530,2021-12-26
Ken Financial Services Ltd.,530547,2021-12-26
Kennametal India Ltd.,505890,2021-12-26
Kenvi Jewels Ltd.,540953,2021-12-26
Kerala Ayurveda Ltd.,530163,2021-12-26
Kernex Microsystems (India) Ltd.,532686,2021-12-26
Kesar Enterprises Ltd.,507180,2021-12-26
Kesar Petroproducts Ltd.,524174,2021-12-26
Kesar Terminals & Infrastructure Ltd.,533289,2021-12-26
Kesoram Industries Ltd.,502937,2021-12-26
Kewal Kiran Clothing Ltd.,532732,2021-12-26
Key Corp Ltd.,507948,2021-12-26
Keynote Financial Services Ltd.,512597,2021-12-26
KG Petrochem Ltd.,531609,2021-12-26
KGN Enterprises Ltd.,533790,2021-12-26
Khadim India Ltd.,540775,2021-12-26
Khaitan (India) Ltd.,590068,2021-12-26
Khaitan Chemicals & Fertilizers Ltd.,507794,2021-12-26
Khaitan Electricals Ltd.,504269,2021-12-26
Khandelwal Extractions Ltd.,519064,2021-12-26
Khandwala Securities Ltd.,531892,2021-12-26
Khator Fibre & Fabrics Ltd.,521127,2021-12-26
Khemani Distributors & Marketing Ltd.,539788,2021-12-26
Khoday India Ltd.,507435,2021-12-26
Khoobsurat Ltd.,535730,2021-12-26
Khyati Multimedia Entertainment Ltd.,531692,2021-12-26
KIC Metaliks Ltd.,513693,2021-12-26
Kids Medical Systems Ltd.,540812,2021-12-26
Kiduja India Ltd.,507946,2021-12-26
KIFS Financial Services Ltd.,535566,2021-12-26
Kilburn Chemicals Ltd.,524699,2021-12-26
Kilburn Engineering Ltd.,522101,2021-12-26
Kilburn Office Automation Ltd.,523218,2021-12-26
Kilitch Drugs(I) Ltd.,524500,2021-12-26
Kilpest India Ltd.,532067,2021-12-26
Kimia Biosciences Ltd.,530313,2021-12-26
Kinetic Engineering Ltd.,500240,2021-12-26
Kinetic Trust Ltd.,531274,2021-12-26
Kingfa Science & Technology (India) Ltd.,524019,2021-12-26
Kings Infra Ventures Ltd.,530215,2021-12-26
Kintech Renewables Ltd.,512329,2021-12-26
KIOCL Ltd.,540680,2021-12-26
Kiran Print Pack Ltd.,531413,2021-12-26
Kiran Syntex Ltd.,530443,2021-12-26
Kiran Vyapar Ltd.,537750,2021-12-26
Kiri Industries Ltd.,532967,2021-12-26
Kirloskar Brothers Ltd.,500241,2021-12-26
Kirloskar Electric Company Ltd.,533193,2021-12-26
Kirloskar Ferrous Industries Ltd.,500245,2021-12-26
Kirloskar Industries Ltd.,500243,2021-12-26
Kirloskar Oil Engines Ltd.,533293,2021-12-26
Kirloskar Pneumatic Company Ltd.,505283,2021-12-26
Kisan Mouldings Ltd.,530145,2021-12-26
Kitex Garments Ltd.,521248,2021-12-26
KJMC Corporate Advisors (India) Ltd.,532304,2021-12-26
KJMC Financial Services Ltd.,530235,2021-12-26
Kkalpana lndustries (India) Ltd.,526409,2021-12-26
Kkalpana Plastick Ltd.,523652,2021-12-26
Kkrrafton Developers Ltd.,521238,2021-12-26
KLG Capital Services Ltd.,530771,2021-12-26
KLK Electrical Ltd.,517170,2021-12-26
KM Sugar Mills Ltd.,532673,2021-12-26
KMC Speciality Hospitals (India) Ltd.,524520,2021-12-26
KMF Builders & Developers Ltd.,531578,2021-12-26
KMG Milk Food Ltd.,519415,2021-12-26
KMS Medisurgi Ltd.,540468,2021-12-26
Knowledge Marine & Engineering Works Ltd.,543273,2021-12-26
KNR Constructions Ltd.,532942,2021-12-26
Kobo Biotech Ltd.,531541,2021-12-26
Koffee Break Pictures Ltd.,531602,2021-12-26
Kohinoor Foods Ltd.,512559,2021-12-26
Kokuyo Camlin Ltd.,523207,2021-12-26
Kolte-Patil Developers Ltd.,532924,2021-12-26
Kome-on Communication Ltd.,539910,2021-12-26
Konark Synthetics Ltd.,514128,2021-12-26
Konndor Industries Ltd.,532397,2021-12-26
Kopran Ltd.,524280,2021-12-26
Kore Foods Ltd.,500458,2021-12-26
Kotak Mahindra Bank Ltd.,500247,2021-12-26
Kothari Fermentation & Biochem Ltd.,507474,2021-12-26
Kothari Industrial Corporation Ltd.,509732,2021-12-26
Kothari Petrochemicals Ltd.,532096,2021-12-26
Kothari Products Ltd.,530299,2021-12-26
Kothari Sugars & Chemicals Ltd.,507190,2021-12-26
Kothari World Finance Ltd.,511138,2021-12-26
Kotia Enterprises Ltd.,539599,2021-12-26
Kovai Medical Center and Hospital Ltd.,523323,2021-12-26
Kovalam Investment and Trading Co. Ltd.,505585,2021-12-26
Kovilpatti Lakshmi Roller Flour Mills Ltd.,507598,2021-12-26
KPI Global Infrastructure Ltd.,542323,2021-12-26
KPIT Technologies Ltd.,542651,2021-12-26
KPR Mill Ltd.,532889,2021-12-26
KPT Industries Ltd.,505299,2021-12-26
Kranti Industries Ltd.,542459,2021-12-26
Kratos Energy & Infrastructure Ltd.,501261,2021-12-26
KRBL Ltd.,530813,2021-12-26
Krebs Biochemicals & Industries Ltd.,524518,2021-12-26
Kreon Financial Services Ltd.,530139,2021-12-26
Kretto Syscon Ltd.,531328,2021-12-26
Kridhan Infra Ltd.,533482,2021-12-26
Kriptol Industries Ltd.,526753,2021-12-26
Krishna Capital & Securities Ltd.,539384,2021-12-26
Krishna Filament Industries Ltd.,500248,2021-12-26
Krishna Institute of Medical Sciences Ltd.,543308,2021-12-26
Krishna Ventures Ltd.,504392,2021-12-26
Kriti Industries (India) Ltd.,526423,2021-12-26
Kriti Nutrients Ltd.,533210,2021-12-26
Krsnaa Diagnostics Ltd.,543328,2021-12-26
Krypton Industries Ltd.,523550,2021-12-26
KSB Ltd.,500249,2021-12-26
KSE Ltd.,519421,2021-12-26
Kshitij Investment Ltd.,503626,2021-12-26
KSK Energy Ventures Ltd.,532997,2021-12-26
KSL and Industries Ltd.,530149,2021-12-26
KSS Ltd.,532081,2021-12-26
Kuantum Papers Ltd.,532937,2021-12-26
Kuber Udyog Ltd.,539408,2021-12-26
Kuberan Global Edu Solutions Ltd.,543289,2021-12-26
Kumaka Industries Ltd.,526923,2021-12-26
Kumar Wire Cloth Manufacturing Co Ltd.,513703,2021-12-26
Kumbhat Financial Services Ltd.,526869,2021-12-26
Kunststoffe Industries Ltd.,523594,2021-12-26
Kusam Electrical Industries Ltd.,511048,2021-12-26
L&T Finance Holdings Ltd.,533519,2021-12-26
L&T Technology Services Ltd.,540115,2021-12-26
La Opala RG Ltd.,526947,2021-12-26
La Tim Metal & Industries Ltd.,505693,2021-12-26
Lactose (India) Ltd.,524202,2021-12-26
Ladam Affordable Housing Ltd.,540026,2021-12-26
Ladderup Finance Ltd.,530577,2021-12-26
Laffans Petrochemicals Ltd.,524522,2021-12-26
Lahoti Overseas Ltd.,531842,2021-12-26
Lakhotia Polyesters (India) Ltd.,535387,2021-12-26
Lakshmi Automatic Loom Works Ltd.,505302,2021-12-26
Lakshmi Electrical Control Systems Ltd.,504258,2021-12-26
Lakshmi Machine Works Ltd.,500252,2021-12-26
Lakshmi Mills Company Ltd.,502958,2021-12-26
Lakshmi Precision Screws Ltd.,506079,2021-12-26
Lakshmi Vilas Bank Ltd.,534690,2021-12-26
Lambodhara Textiles Ltd.,590075,2021-12-26
Lancer Container Lines Ltd.,539841,2021-12-26
Lanco Infratech Ltd.,532778,2021-12-26
Lancor Holdings Ltd.,509048,2021-12-26
Landmarc Leisure Corporation Ltd.,532275,2021-12-26
Landmark Property Development Company Ltd.,533012,2021-12-26
Larsen & Toubro Infotech Ltd.,540005,2021-12-26
Larsen & Toubro Ltd.,500510,2021-12-26
Lasa Supergenerics Ltd.,540702,2021-12-26
Latent Light Finance Ltd.,539909,2021-12-26
Latent View Analytics Ltd.,543398,2021-12-26
Laurus Labs Ltd.,540222,2021-12-26
Laxmi Organic Industries Ltd.,543277,2021-12-26
Laxmipati Engineering Works Ltd.,537669,2021-12-26
LCC Infotech Ltd.,532019,2021-12-26
Le Lavoir Ltd.,539814,2021-12-26
Lead Financial Services Ltd.,531288,2021-12-26
Leading Leasing Finance and Investment Company Ltd.,540360,2021-12-26
Ledo Tea Company Ltd.,508306,2021-12-26
Lee & Nee Softwares (Exports) Ltd.,517415,2021-12-26
Leel Electricals Ltd.,517518,2021-12-26
Leena Consultancy Ltd.,509046,2021-12-26
Legacy Mercantile Ltd.,780021,2021-12-26
Lehar Footwears Ltd.,532829,2021-12-26
Lemon Tree Hotels Ltd.,541233,2021-12-26
Lerthai Finance Ltd.,502250,2021-12-26
Lesha Industries Ltd.,533602,2021-12-26
Lex Nimble Solutions Ltd.,541196,2021-12-26
LG Balakrishnan & Bros Ltd.,500250,2021-12-26
LGB Forge Ltd.,533007,2021-12-26
Liberty Shoes Ltd.,526596,2021-12-26
Libord Finance Ltd.,511593,2021-12-26
Libord Securities Ltd.,531027,2021-12-26
LIC Housing Finance Ltd.,500253,2021-12-26
Likhami Consulting Ltd.,539927,2021-12-26
Likhitha Infrastructure Ltd.,543240,2021-12-26
Lime Chemicals Ltd.,507759,2021-12-26
Linaks Micro Electronics Ltd.,517463,2021-12-26
Linc Ltd.,531241,2021-12-26
Lincoln Pharmaceuticals Ltd.,531633,2021-12-26
Linde India Ltd.,523457,2021-12-26
Link Pharma Chem Ltd.,524748,2021-12-26
Linkhouse Industries Ltd.,512349,2021-12-26
Lippi Systems Ltd.,526604,2021-12-26
LKP Finance Ltd.,507912,2021-12-26
LKP Securities Ltd.,540192,2021-12-26
Lloyds Finance Ltd.,507870,2021-12-26
Lloyds Metals & Energy Ltd.,512455,2021-12-26
Lloyds Steels Industries Ltd.,539992,2021-12-26
LML Ltd.,500255,2021-12-26
Lohia Securities Ltd.,590082,2021-12-26
Lokesh Machines Ltd.,532740,2021-12-26
Longview Tea Company Ltd.,526568,2021-12-26
Looks Health Services Ltd.,534422,2021-12-26
Lords Chemicals Ltd.,530039,2021-12-26
Lords Chloro Alkali Ltd.,500284,2021-12-26
Lords Ishwar Hotels Ltd.,530065,2021-12-26
Lorenzini Apparels Ltd.,540952,2021-12-26
Lotus Chocolate Company Ltd.,523475,2021-12-26
Lotus Eye Hospital and Institute Ltd.,532998,2021-12-26
Lovable Lingerie Ltd.,533343,2021-12-26
Loyal Equipments Ltd.,539227,2021-12-26
Loyal Textiles Mills Ltd.,514036,2021-12-26
LT Foods Ltd.,532783,2021-12-26
Ludlow Jute & Specialities Ltd.,526179,2021-12-26
Luharuka Media & Infra Ltd.,512048,2021-12-26
Lumax Auto Technologies Ltd.,532796,2021-12-26
Lumax Industries Ltd.,517206,2021-12-26
Lupin Ltd.,500257,2021-12-26
Lux Industries Ltd.,539542,2021-12-26
LWS Knitwear Ltd.,531402,2021-12-26
Lyka Labs Ltd.,500259,2021-12-26
Lykis Ltd.,530689,2021-12-26
Lynx Machinery & Commercials Ltd.,505320,2021-12-26
Lypsa Gems & Jewellery Ltd.,534532,2021-12-26
M K Exim (India) Ltd.,538890,2021-12-26
M Lakhamsi Industries Ltd.,512153,2021-12-26
M M Forgings Ltd.,522241,2021-12-26
M M Rubber Company Ltd.,509196,2021-12-26
M P Agro Industries Ltd.,506543,2021-12-26
Maa Jagdambe Tradelinks Ltd.,511082,2021-12-26
Maan Aluminium Ltd.,532906,2021-12-26
Mac Charles (India) Ltd.,507836,2021-12-26
MAC Hotels Ltd.,541973,2021-12-26
Machino Plastics Ltd.,523248,2021-12-26
Mack Trading Company Ltd.,501471,2021-12-26
Mackinnon Mackenzie & Company Ltd.,501874,2021-12-26
Macro International Ltd.,512600,2021-12-26
Macrotech Developers Ltd.,543287,2021-12-26
Madhav Infra Projects Ltd.,539894,2021-12-26
Madhav Marbles & Granites Ltd.,515093,2021-12-26
Madhuban Constructions Ltd.,780009,2021-12-26
Madhucon Projects Ltd.,531497,2021-12-26
Madhur Capital & Finance Ltd.,511638,2021-12-26
Madhur Industries Ltd.,519279,2021-12-26
Madhusudan Industries Ltd.,515059,2021-12-26
Madhusudan Securities Ltd.,511000,2021-12-26
Madhuveer Com 18 Network Ltd.,531910,2021-12-26
Madras Fertilizers Ltd.,590134,2021-12-26
Maestros Electronics & Telecommunications Systems Ltd.,538401,2021-12-26
Mafatlal Industries Ltd.,500264,2021-12-26
Magadh Sugar & Energy Ltd.,540650,2021-12-26
Magellanic Cloud Ltd.,538891,2021-12-26
Magna Electrocastings Ltd.,517449,2021-12-26
Magnum Ltd.,530347,2021-12-26
Magnum Ventures Ltd.,532896,2021-12-26
Maha Rashtra Apex Corporation Ltd.,523384,2021-12-26
Mahaan Foods Ltd.,519612,2021-12-26
Mahalaxmi Rubtech Ltd.,514450,2021-12-26
Mahalaxmi Seamless Ltd.,513460,2021-12-26
Mahamaya Steel Industries Ltd.,513554,2021-12-26
Mahan Industries Ltd.,531515,2021-12-26
Mahanagar Gas Ltd.,539957,2021-12-26
Mahanagar Telephone Nigam Ltd.,500108,2021-12-26
Mahanivesh (India) Ltd.,530441,2021-12-26
Maharashtra Corporation Ltd.,505523,2021-12-26
Maharashtra Scooters Ltd.,500266,2021-12-26
Maharashtra Seamless Ltd.,500265,2021-12-26
Mahasagar Travels Ltd.,526795,2021-12-26
Mahashree Trading Ltd.,512337,2021-12-26
Mahaveer Infoway Ltd.,539383,2021-12-26
Mahavir Industries Ltd.,531648,2021-12-26
Mahesh Developers Ltd.,542677,2021-12-26
Mahindra & Mahindra Financial Services Ltd.,532720,2021-12-26
Mahindra & Mahindra Ltd.,500520,2021-12-26
Mahindra CIE Automotive Ltd.,532756,2021-12-26
Mahindra EPC Irrigation Ltd.,523754,2021-12-26
Mahindra Holidays & Resorts India Ltd.,533088,2021-12-26
Mahindra Lifespace Developers Ltd.,532313,2021-12-26
Mahindra Logistics Ltd.,540768,2021-12-26
Mahip Industries Ltd.,542503,2021-12-26
Maithan Alloys Ltd.,590078,2021-12-26
Maitri Enterprises Ltd.,513430,2021-12-26
Majestic Auto Ltd.,500267,2021-12-26
Majestic Research Services & Solutions Ltd.,539229,2021-12-26
Makers Laboratories Ltd.,506919,2021-12-26
Malabar Trading Company Ltd.,501473,2021-12-26
Mallcom (India) Ltd.,539400,2021-12-26
Malu Paper Mills Ltd.,532728,2021-12-26
Malwa Cotton Spinning Mills Ltd.,502995,2021-12-26
Man Industries (India) Ltd.,513269,2021-12-26
Man Infraconstruction Ltd.,533169,2021-12-26
Manaksia Aluminium Company Ltd.,539045,2021-12-26
Manaksia Coated Metals & Industries Ltd.,539046,2021-12-26
Manaksia Ltd.,532932,2021-12-26
Manaksia Steels Ltd.,539044,2021-12-26
Manali Petrochemicals Ltd.,500268,2021-12-26
Manappuram Finance Ltd.,531213,2021-12-26
Manas Properties Ltd.,540402,2021-12-26
Mangal Credit And Fincorp Ltd.,505850,2021-12-26
Mangalam Cement Ltd.,502157,2021-12-26
Mangalam Drugs and Organics Ltd.,532637,2021-12-26
Mangalam Industrial Finance Ltd.,537800,2021-12-26
Mangalam Organics Ltd.,514418,2021-12-26
Mangalam Seeds Ltd.,539275,2021-12-26
Mangalam Timber Products Ltd.,516007,2021-12-26
Mangalore Chemicals & Fertilizers Ltd.,530011,2021-12-26
Mangalore Refinery And Petrochemicals Ltd.,500109,2021-12-26
Mangalya Soft-Tech Ltd.,530243,2021-12-26
Manipal Finance Corporation Ltd.,507938,2021-12-26
Manjeera Constructions Ltd.,533078,2021-12-26
Manomay Tex India Ltd.,540396,2021-12-26
Manor Estates & Industries Ltd.,526115,2021-12-26
Manorama Industries Ltd.,541974,2021-12-26
Manpasand Beverages Ltd.,539207,2021-12-26
Manraj Housing Finance Ltd.,530537,2021-12-26
Mansi Finance (Chennai) Ltd.,511758,2021-12-26
Mansoon Trading Company Ltd.,512303,2021-12-26
Manugraph India Ltd.,505324,2021-12-26
Mapro Industries Ltd.,509762,2021-12-26
Maral Overseas Ltd.,521018,2021-12-26
Marathon Nextgen Realty Ltd.,503101,2021-12-26
Mardia Samyoung Capillary Tubes Co. Ltd.,513544,2021-12-26
Marg Ltd.,530543,2021-12-26
Marg Projects and Infrastructure Ltd.,513648,2021-12-26
Marg Techno Projects Ltd.,540254,2021-12-26
Margo Finance Ltd.,500206,2021-12-26
Marico Ltd.,531642,2021-12-26
Maris Spinners Ltd.,531503,2021-12-26
Market Creators Ltd.,526891,2021-12-26
Markolines Traffic Controls Ltd.,543364,2021-12-26
Marksans Pharma Ltd.,524404,2021-12-26
Marmagoa Steel Ltd.,513355,2021-12-26
Marsons Ltd.,517467,2021-12-26
Martin Burn Ltd.,523566,2021-12-26
Maruti Infrastructure Ltd.,531540,2021-12-26
Maruti Securities Ltd.,531319,2021-12-26
Maruti Suzuki India Ltd.,532500,2021-12-26
Marvel Vinyls Ltd.,531394,2021-12-26
Mas Financial Services Ltd.,540749,2021-12-26
Mastek Ltd.,523704,2021-12-26
Master Chemicals Ltd.,506867,2021-12-26
Master Trust Ltd.,511768,2021-12-26
Mathew Easow Research Securities Ltd.,511688,2021-12-26
Matra Kaushal Enterprise Ltd.,526671,2021-12-26
Matrimony.com Ltd.,540704,2021-12-26
Mauria Udyog Ltd.,539219,2021-12-26
Mawana Sugars Ltd.,523371,2021-12-26
Max Alert Systems Ltd.,534563,2021-12-26
Max Financial Services Ltd.,500271,2021-12-26
Max Healthcare Institute Ltd.,543220,2021-12-26
Max India Ltd.,543223,2021-12-26
Max Ventures and Industries Ltd.,539940,2021-12-26
Maxgrow India Ltd.,521167,2021-12-26
Maxheights Infrastructure Ltd.,534338,2021-12-26
Maximaa Systems Ltd.,526538,2021-12-26
Maximus International Ltd.,540401,2021-12-26
Mayukh Dealtrade Ltd.,539519,2021-12-26
Mayur Floorings Ltd.,531221,2021-12-26
Mayur Leather Products Ltd.,531680,2021-12-26
Mayur Uniquoters Ltd.,522249,2021-12-26
Mazagon Dock Shipbuilders Ltd.,543237,2021-12-26
Mazda Ltd.,523792,2021-12-26
MBL Infrastructures Ltd.,533152,2021-12-26
McDowell Holdings Ltd.,532852,2021-12-26
McLeod Russel (India) Ltd.,532654,2021-12-26
McNally Bharat Engineering Company Ltd.,532629,2021-12-26
Media Matrix Worldwide Ltd.,512267,2021-12-26
Mediaone Global Entertainment Ltd.,503685,2021-12-26
Medicamen Biotech Ltd.,531146,2021-12-26
MediCaps Ltd.,523144,2021-12-26
Medico Intercontinental Ltd.,539938,2021-12-26
Medico Remedies Ltd.,540937,2021-12-26
Medinova Diagnostic Services Ltd.,526301,2021-12-26
Medplus Health Services Ltd.,543427,2021-12-26
Meenakshi Enterprises Ltd.,538834,2021-12-26
Meera Industries Ltd.,540519,2021-12-26
Mefcom Capital Markets Ltd.,531176,2021-12-26
Mega Corporation Ltd.,531417,2021-12-26
Mega Fin (India) Ltd.,532105,2021-12-26
Mega Nirman & Industries Ltd.,539767,2021-12-26
Megasoft Ltd.,532408,2021-12-26
Megastar Foods Ltd.,541352,2021-12-26
Megh Mayur Infra Ltd.,509003,2021-12-26
Meghmani Finechem Ltd.,543332,2021-12-26
Meghmani Organics Ltd.,543331,2021-12-26
Meglon Infra-Real (India) Ltd.,511367,2021-12-26
Megri Soft Ltd.,539012,2021-12-26
Mehai Technology Ltd.,540730,2021-12-26
Mehta Housing Finance Ltd.,511740,2021-12-26
Mehta Integrated Finance Ltd.,511377,2021-12-26
Mehta Securities Ltd.,511738,2021-12-26
Melstar Information Technology Ltd.,532307,2021-12-26
Mena Mani Industries Ltd.,531127,2021-12-26
Menon Bearings Ltd.,523828,2021-12-26
Menon Pistons Ltd.,531727,2021-12-26
MEP Infrastructure Developers Ltd.,539126,2021-12-26
Mercantile Ventures Ltd.,538942,2021-12-26
Mercator Ltd.,526235,2021-12-26
Mercury Laboratories Ltd.,538964,2021-12-26
Mercury Metals Ltd.,531357,2021-12-26
Mercury Trade Links Ltd.,512415,2021-12-26
Mesco Pharmaceuticals Ltd.,500274,2021-12-26
Metal Coatings (India) Ltd.,531810,2021-12-26
Metalyst Forgings Ltd.,513335,2021-12-26
Metkore Alloys & Industries Ltd.,532990,2021-12-26
Metro Brands Ltd.,543426,2021-12-26
Metroglobal Ltd.,500159,2021-12-26
Metropolis Healthcare Ltd.,542650,2021-12-26
Mewar Hi-Tech Engineering Ltd.,540150,2021-12-26
Mewat Zinc Ltd.,513496,2021-12-26
Meyer Apparel Ltd.,531613,2021-12-26
MFL India Ltd.,526622,2021-12-26
MFS Intercorp Ltd.,513721,2021-12-26
MIC Electronics Ltd.,532850,2021-12-26
Micro Technologies (India) Ltd.,532494,2021-12-26
Microse India Ltd.,523343,2021-12-26
Mid India Industries Ltd.,500277,2021-12-26
Midas Infra Trade Ltd.,531192,2021-12-26
Mideast Portfolio Management Ltd.,526251,2021-12-26
Midwest Gold Ltd.,526570,2021-12-26
Mihika Industries Ltd.,538895,2021-12-26
Milestone Furniture Ltd.,541337,2021-12-26
Milestone Global Ltd.,531338,2021-12-26
Milgrey Finance & Investments Ltd.,511018,2021-12-26
N B Footwear Ltd.,523242,2021-12-26
N D Metal Industries Ltd.,512024,2021-12-26
N G Industries Ltd.,530897,2021-12-26
N K Industries Ltd.,519494,2021-12-26
N R Agarwal Industries Ltd.,516082,2021-12-26
N R International Ltd.,532623,2021-12-26
N2N Technologies Ltd.,512279,2021-12-26
Naapbooks Ltd.,543351,2021-12-26
Nachmo Knitex  Ltd.,514328,2021-12-26
NACL Industries Ltd.,524709,2021-12-26
Nagarjuna Agritech Ltd.,531832,2021-12-26
Nagarjuna Fertilizers and Chemicals Ltd.,539917,2021-12-26
Nagarjuna Oil Refinery Ltd.,534184,2021-12-26
Nagpur Power & Industries Ltd.,532362,2021-12-26
Nagreeka Capital & Infrastructure Ltd.,532895,2021-12-26
Nagreeka Exports Ltd.,521109,2021-12-26
Nahar Capital & Financial Services Ltd.,532952,2021-12-26
Nahar Industrial Enterprises Ltd.,519136,2021-12-26
Nahar Poly Films Ltd.,523391,2021-12-26
Nahar Spinning Mills Ltd.,500296,2021-12-26
Naisargik Agritech (India) Ltd.,531365,2021-12-26
Nakoda Group Of Industries Ltd.,541418,2021-12-26
Nakoda Ltd.,521030,2021-12-26
Nalin Lease Finance Ltd.,531212,2021-12-26
Nalwa Sons Investments Ltd.,532256,2021-12-26
Nam Securities Ltd.,538395,2021-12-26
Nandan Denim Ltd.,532641,2021-12-26
Narayana Hrudayalaya Ltd.,539551,2021-12-26
Narayani Steels Ltd.,540080,2021-12-26
Narbada Gems & Jewellery Ltd.,519455,2021-12-26
Narendra Properties Ltd.,531416,2021-12-26
Narmada Gelatines Ltd.,526739,2021-12-26
Narmada Macplast Drip Irrigation Systems Ltd.,517431,2021-12-26
Natco Economicals Ltd.,539595,2021-12-26
Natco Pharma Ltd.,524816,2021-12-26
Nath Bio-Genes (India) Ltd.,537291,2021-12-26
Nath Industries Ltd.,502587,2021-12-26
National Aluminium Company Ltd.,532234,2021-12-26
National Fertilizers Ltd.,523630,2021-12-26
National Fittings Ltd.,531289,2021-12-26
National Oxygen Ltd.,507813,2021-12-26
National Peroxide Ltd.,500298,2021-12-26
National Plastic Industries Ltd.,526616,2021-12-26
National Plastic Technologies Ltd.,531287,2021-12-26
National Plywood Industries Ltd.,516062,2021-12-26
National Standard (India) Ltd.,504882,2021-12-26
National Steel and Agro Industries Ltd.,513179,2021-12-26
Natraj Proteins Ltd.,530119,2021-12-26
Natura Hue Chem Ltd.,531834,2021-12-26
Natural Biocon (India) Ltd.,543207,2021-12-26
Natural Capsules Ltd.,524654,2021-12-26
Naturite Agro Products Ltd.,538926,2021-12-26
Nava Bharat Ventures Ltd.,513023,2021-12-26
Navigant Corporate Advisors Ltd.,539521,2021-12-26
Navin Fluorine International Ltd.,532504,2021-12-26
Navkar Corporation Ltd.,539332,2021-12-26
Navkar Urbanstructure Ltd.,531494,2021-12-26
Navketan Merchants Ltd.,539525,2021-12-26
Navneet Education Ltd.,508989,2021-12-26
Navoday Enterprises Ltd.,543305,2021-12-26
Naysaa Securities Ltd.,538668,2021-12-26
Nazara Technologies Ltd.,543280,2021-12-26
NBCC (India) Ltd.,534309,2021-12-26
NCC Blue Water Products Ltd.,519506,2021-12-26
NCC Finance Ltd.,531452,2021-12-26
NCC Ltd.,500294,2021-12-26
NCL Industries Ltd.,502168,2021-12-26
NCL Research and Financial Services Ltd.,530557,2021-12-26
NDA Securities Ltd.,511535,2021-12-26
NDR Auto Components Ltd.,543214,2021-12-26
Nectar Lifesciences Ltd.,532649,2021-12-26
Neelamalai Agro Industries Ltd.,508670,2021-12-26
Neelkanth Rock-Minerals Ltd.,531049,2021-12-26
Neeraj Paper Marketing Ltd.,539409,2021-12-26
Negotium International Trade Ltd.,537838,2021-12-26
Neha International Ltd.,519560,2021-12-26
Neil Industries Ltd.,539016,2021-12-26
NEL Holdings South Ltd.,533202,2021-12-26
Nelcast Ltd.,532864,2021-12-26
Nelco Ltd.,504112,2021-12-26
NEO Infracon Ltd.,514332,2021-12-26
Neogem India Ltd.,526195,2021-12-26
Neogen Chemicals Ltd.,542665,2021-12-26
Neptune Exports Ltd.,512522,2021-12-26
Nesco Ltd.,505355,2021-12-26
Nestle India Ltd.,500790,2021-12-26
Net Pix Shorts Digital Media Ltd.,543247,2021-12-26
Netlink Solutions (India) Ltd.,509040,2021-12-26
Netripples Software Ltd.,542117,2021-12-26
Nettlinx Ltd.,511658,2021-12-26
Network 18 Media & Investments Ltd.,532798,2021-12-26
Neueon Towers Ltd.,532887,2021-12-26
Neuland Laboratories Ltd.,524558,2021-12-26
New Delhi Television Ltd.,532529,2021-12-26
New Light Apparels Ltd.,540243,2021-12-26
New Markets Advisory Ltd.,508867,2021-12-26
